loan_id,gross_book_value,asset,begin_date,principal,end_date,account_id,currency_type,interest_rate_period,interest_type,interest_rate
36844536,982794,Plot Purchase Financing,3/4/19 0:00,664050,4/25/22 0:00,31812937,KES,year,Flat,16
36844538,390000,Logbook Loan,3/4/19 11:06,300000,9/4/19 0:00,25651603,KES,year,Flat,60
37040370,1056720,Plot Purchase Financing,3/4/19 10:58,714000,3/15/22 0:00,32451325,KES,year,Flat,16
37106746,30800,Emergency Loan,3/7/19 15:49,28000,4/7/19 0:00,25837698,KES,year,Flat,120
37403140,560920,Plot Purchase Financing,3/11/19 13:19,379000,4/11/22 0:00,32451326,KES,year,Flat,16
37479516,982720,Plot Purchase Financing,3/12/19 0:00,664000,3/12/22 0:00,32676122,KES,year,Flat,16
37479518,560920,Plot Purchase Financing,3/12/19 15:30,379000,4/12/22 0:00,31570369,KES,year,Flat,16
43673914,44000,Emergency Loan,3/13/19 14:50,40000,4/13/19 0:00,714528,KES,year,Flat,120
43675032,2200,Emergency Loan,3/12/19 9:12,2000,4/11/19 19:41,24542733,KES,year,Flat,120
43828648,759000,Plot Purchase Financing,3/14/19 13:07,759000,3/14/22 6:34,34697259,KES,year,Flat,16
43828650,982720,Plot Purchase Financing,3/15/19 0:00,664000,4/18/22 0:00,31812936,KES,year,Flat,16
44099036,469960,Plot Purchase Financing,3/18/19 10:50,379000,1/2/21 0:00,34761251,KES,year,Flat,16
44099038,667626.71,Plot Purchase Financing,3/18/19 13:13,569000,3/18/22 0:00,34761253,KES,year,Flat,16
44099040,982794,Plot Purchase Financing,3/18/19 0:00,664050,4/4/22 0:00,34761254,KES,year,Flat,16
44486362,55000,Emergency Loan,3/19/19 0:00,50000,4/30/19 0:00,718700,KES,year,Flat,120
44486976,469960,Plot Purchase Financing,3/19/19 8:51,379000,10/2/20 0:00,34913395,KES,year,Flat,16
44486978,1123320,Plot Purchase Financing,3/21/19 15:22,759000,3/21/22 0:00,23229957,KES,year,Flat,16
44570724,55000,Emergency Loan,3/22/19 0:00,50000,4/22/19 0:00,1655476,KES,year,Flat,120
44571050,7700,Emergency Loan,3/22/19 13:15,7000,4/22/19 0:00,9111713,KES,year,Flat,120
45632338,44000,Emergency Loan,3/25/19 0:00,40000,4/24/19 10:29,712845,KES,year,Flat,120
45634510,1263920,Plot Purchase Financing,3/26/19 0:00,854000,4/20/22 0:00,35222489,KES,year,Flat,16
46083996,390000,Logbook Loan,3/28/19 13:21,300000,9/28/19 0:00,715177,KES,year,Flat,60
46084432,18700,Emergency Loan,3/28/19 0:00,17000,4/28/19 0:00,711480,KES,year,Flat,120
46086774,1095000,Logbook Loan,3/27/19 10:03,1000000,9/17/19 0:00,16487537,KES,year,Flat,19
46086928,198293.29,Plot Purchase Financing,3/28/19 13:32,169000,10/10/20 0:00,35956787,KES,year,Flat,16
54080572,2750,Emergency Loan,3/30/19 0:00,2500,4/30/19 0:00,717390,KES,year,Flat,120
54080606,55000,Emergency Loan,3/29/19 15:55,50000,4/29/19 0:00,711555,KES,year,Flat,120
54080740,4649,Emergency Loan,4/2/19 0:00,4226,5/2/19 0:00,711460,KES,year,Flat,120
54080830,1614,Emergency Loan,4/3/19 0:00,1600,5/3/19 0:00,1654535,KES,year,Flat,10
54081186,702392.24,Plot Purchase Financing,4/2/19 14:00,664000,5/5/22 0:00,35956782,KES,year,Flat,16
54081188,380800,Logbook Loan,4/3/19 0:00,320000,6/29/20 0:00,718708,KES,year,Flat,19
54315490,555416.69,Logbook Loan,4/4/19 15:49,500000,4/15/20 0:00,715626,KES,year,Flat,19
54315904,357000,Logbook Loan,4/4/19 0:00,300000,4/3/20 5:49,714843,KES,year,Flat,19
54316154,55000,Emergency Loan,4/4/19 0:00,50000,5/4/19 0:00,717379,KES,year,Flat,120
54317174,982720,Plot Purchase Financing,4/4/19 15:30,664000,4/12/22 0:00,32860494,KES,year,Flat,16
55544992,190400,Logbook Loan,4/8/19 10:45,160000,4/8/20 0:00,708619,KES,year,Flat,19
55547438,901911.2,Plot Purchase Financing,4/8/19 7:11,814980,5/9/20 0:00,39430173,KES,year,Flat,16
55706856,27500,Emergency Loan,4/10/19 10:56,25000,5/10/19 0:00,711505,KES,year,Flat,120
55709246,2500,Emergency Loan,4/10/19 11:27,2500,5/10/19 0:00,18225786,KES,year,Flat,120
55709300,1123320,Plot Purchase Financing,4/10/19 11:45,759000,4/27/22 0:00,39706954,KES,year,Flat,16
55709302,5500,Emergency Loan,4/10/19 14:54,5000,5/10/19 0:00,706689,KES,year,Flat,120
57510198,55000,Emergency Loan,4/15/19 16:19,50000,5/26/19 0:00,4294217,KES,year,Flat,120
57986012,8800,Emergency Loan,4/16/19 14:14,8000,5/16/19 0:00,9111713,KES,year,Flat,120
57986082,1123320,Plot Purchase Financing,4/16/19 0:00,759000,7/18/22 0:00,35956784,KES,year,Flat,16
59765846,990706,Plot Purchase Financing,4/24/19 0:00,854050,4/25/22 0:00,42407730,KES,year,Flat,16
60830922,1815,Emergency Loan,4/28/19 0:00,1650,5/28/19 0:00,715542,KES,year,Flat,120
60832634,880440,Plot Purchase Financing,4/30/19 10:42,759000,5/10/22 0:00,25481550,KES,year,Flat,16
61194044,55000,Emergency Loan,5/2/19 0:00,50000,6/2/19 0:00,717379,KES,year,Flat,120
61194442,115000,School Fee Loan,5/2/19 0:00,100000,6/6/20 0:00,709254,KES,year,Flat,15
61194772,15730,Emergency Loan,5/2/19 12:26,14300,6/2/19 0:00,5697179,KES,year,Flat,120
66249992,44000,Emergency Loan,5/8/19 12:19,40000,6/8/19 0:00,708619,KES,year,Flat,120
66251328,357000,Logbook Loan,5/8/19 13:12,300000,5/18/20 0:00,717552,KES,year,Flat,19
67868072,560920,Plot Purchase Financing,5/13/19 16:20,379000,9/5/22 0:00,46379270,KES,year,Flat,16
68223474,672904,Plot Purchase Financing,5/14/19 0:00,664050,5/13/22 17:27,46600191,KES,year,Flat,16
68819962,981210.4,Plot Purchase Financing,5/15/19 0:00,662980,5/14/22 17:27,45967683,KES,year,Flat,16
69145658,54000,Emergency Loan,5/16/19 0:00,50000,7/1/19 0:00,718700,KES,year,Flat,120
69146326,738572,Plot Purchase Financing,5/16/19 9:18,636700,7/6/20 0:00,42867593,KES,year,Flat,16
69799148,125545,Logbook Loan,5/18/19 11:22,105500,5/17/20 17:11,714771,KES,year,Flat,19
69986898,55000,Emergency Loan,5/20/19 0:00,50000,6/20/19 0:00,1655476,KES,year,Flat,120
69987318,560994,Plot Purchase Financing,5/20/19 0:00,379050,7/2/22 0:00,47488160,KES,year,Flat,16
70706940,55000,Emergency Loan,5/23/19 0:00,50000,6/22/19 10:29,712845,KES,year,Flat,120
70709220,886520,Plot Purchase Financing,5/23/19 9:13,599000,5/23/22 0:00,43327521,KES,year,Flat,16
70874740,560920,Plot Purchase Financing,5/24/19 12:00,379000,5/24/22 0:00,46379269,KES,year,Flat,16
70874742,1250600,Plot Purchase Financing,5/24/19 14:37,845000,9/10/22 0:00,6672988,KES,year,Flat,16
72111512,982720,Plot Purchase Financing,5/27/19 9:40,664000,9/27/22 0:00,48307364,KES,year,Flat,16
72405350,55000,Emergency Loan,5/31/19 0:00,50000,6/30/19 0:00,717379,KES,year,Flat,120
72406428,387915.56,Plot Purchase Financing,5/31/19 12:37,377000,6/10/22 0:00,49383916,KES,year,Flat,16
76136826,55000,Emergency Loan,6/3/19 14:10,50000,7/3/19 0:00,717768,KES,year,Flat,120
76249376,55000,Emergency Loan,6/4/19 0:00,50000,7/4/19 0:00,715227,KES,year,Flat,120
76251344,309400,Logbook Loan,6/4/19 0:00,260000,6/20/20 0:00,51241371,KES,year,Flat,19
77006482,11862.4,Emergency Loan,6/6/19 12:11,10784,7/6/19 0:00,9111713,KES,year,Flat,120
77006578,1404594,Plot Purchase Financing,6/6/19 0:00,949050,7/2/22 0:00,51241374,KES,year,Flat,16
77422706,55000,Emergency Loan,6/7/19 15:54,50000,7/10/19 0:00,708619,KES,year,Flat,120
78560832,982720,Plot Purchase Financing,6/10/19 0:00,664000,8/10/22 0:00,46379272,KES,year,Flat,16
78560834,1184091.76,Plot Purchase Financing,6/10/19 0:00,800062,7/5/22 0:00,43327508,KES,year,Flat,16
78623404,1123320,Plot Purchase Financing,6/11/19 14:28,759000,6/11/22 0:00,52030536,KES,year,Flat,16
79814186,3410,Emergency Loan,6/13/19 0:00,3100,7/13/19 0:00,714578,KES,year,Flat,120
79815644,759770,Plot Purchase Financing,6/13/19 10:29,759000,6/13/22 0:00,52898885,KES,year,Flat,16
79830870,1123320,Plot Purchase Financing,6/14/19 11:36,759000,8/15/22 0:00,53314748,KES,year,Flat,16
80272868,6600,Emergency Loan,6/15/19 0:00,6000,7/15/19 0:00,718576,KES,year,Flat,120
80273086,5500,Emergency Loan,6/15/19 0:00,5000,7/15/19 0:00,26766091,KES,year,Flat,120
81503462,4400,Emergency Loan,6/17/19 0:00,4000,7/17/19 0:00,712334,KES,year,Flat,120
81504538,6820,Emergency Loan,6/18/19 0:00,6200,7/18/19 0:00,709312,KES,year,Flat,120
81506518,190400,Logbook Loan,6/18/19 11:39,160000,6/29/20 0:00,713078,KES,year,Flat,19
81506860,1263994,Plot Purchase Financing,6/18/19 0:00,854050,6/18/22 0:00,43581217,KES,year,Flat,16
81850434,136850,Logbook Loan,6/19/19 0:00,115000,6/25/20 0:00,723840,KES,year,Flat,19
82378304,55000,Emergency Loan,6/20/19 0:00,50000,7/20/19 0:00,1655476,KES,year,Flat,120
82801396,988400,Plot Purchase Financing,6/20/19 8:24,706000,12/20/21 0:00,40184262,KES,year,Flat,16
82801442,8800,Emergency Loan,6/21/19 0:00,8000,2/2/20 0:00,711898,KES,year,Flat,120
82801444,105000,Logbook Loan,6/21/19 15:59,100000,7/21/19 0:00,5976117,KES,year,Flat,60.8333333
82801446,5000,Emergency Loan,6/21/19 16:08,5000,7/21/19 0:00,27658015,KES,year,Flat,0
82801448,11000,Logbook Loan,6/21/19 16:13,10000,8/20/19 0:00,3743089,KES,year,Flat,60.8331
83581660,284886,Logbook Loan,6/24/19 16:04,239400,7/6/20 0:00,704146,KES,year,Flat,19
83582304,15750,Logbook Loan,6/24/19 12:39,15000,7/29/19 0:00,716010,KES,year,Flat,60.8333333
83582306,105000,Logbook Loan,6/24/19 13:23,100000,7/24/19 0:00,718592,KES,year,Flat,60.8333333
84106928,621000,Logbook Loan,6/25/19 0:00,450000,6/28/21 0:00,717337,KES,year,Flat,19
84106930,1123320,Plot Purchase Financing,6/25/19 14:04,759000,6/28/22 0:00,54407384,KES,year,Flat,16
84475210,1195840,Plot Purchase Financing,6/26/19 0:00,808000,7/4/22 0:00,45967683,KES,year,Flat,16
84475258,457320,Plot Purchase Financing,6/26/19 11:33,309000,7/15/22 0:00,55675354,KES,year,Flat,16
84904254,627293.34,Plot Purchase Financing,6/27/19 14:10,611000,7/11/22 0:00,54253404,KES,year,Flat,16
85086022,5500,Emergency Loan,6/28/19 0:00,5000,7/28/19 0:00,715212,KES,year,Flat,120
85086540,557220,Plot Purchase Financing,6/26/19 10:31,376500,6/26/22 0:00,55838739,KES,year,Flat,16
85086542,412964,Plot Purchase Financing,6/26/19 14:41,356000,6/27/22 0:00,55838738,KES,year,Flat,16
90051282,55000,Emergency Loan,7/2/19 0:00,50000,8/28/19 0:00,718700,KES,year,Flat,120
90052020,1127280,Plot Purchase Financing,6/29/19 10:23,854000,7/28/21 0:00,717126,KES,year,Flat,16
90052022,11000,Emergency Loan,7/1/19 0:00,10000,8/25/19 0:00,39706955,KES,year,Flat,120
90052024,671748,Plot Purchase Financing,7/1/19 0:00,508900,9/20/21 0:00,56062604,KES,year,Flat,16
90236726,53750,School Fee Loan,7/3/19 9:14,50000,1/2/20 0:09,1654531,KES,year,Flat,15
90236836,57500,Logbook Loan,7/3/19 16:31,50000,10/1/19 0:00,22789290,KES,year,Flat,60.8333
90236838,57500,Logbook Loan,7/3/19 16:45,50000,10/1/19 0:00,726391,KES,year,Flat,60.8333333
91236118,1263920,Plot Purchase Financing,7/5/19 0:00,854000,7/5/22 0:00,51241377,KES,year,Flat,16
91640320,3740,Emergency Loan,7/6/19 0:00,3400,8/6/19 0:00,717541,KES,year,Flat,120
92687914,26928,Emergency Loan,7/8/19 0:00,24480,1/13/20 0:00,711480,KES,year,Flat,120
93239452,22000,Emergency Loan,7/9/19 0:00,20000,8/9/19 0:00,26672286,KES,year,Flat,120
93239562,436600,Plot Purchase Financing,7/9/19 15:01,295000,7/18/22 0:00,57905681,KES,year,Flat,16
93615878,55000,Emergency Loan,7/10/19 0:00,50000,8/10/19 0:00,717379,KES,year,Flat,120
93615960,55000,Emergency Loan,7/10/19 10:01,50000,8/10/19 0:00,717768,KES,year,Flat,120
94253390,476000,Logbook Loan,7/12/19 0:00,400000,7/20/20 0:00,712849,KES,year,Flat,19
94256690,1206200,Plot Purchase Financing,7/12/19 0:00,815000,9/28/22 0:00,59884705,KES,year,Flat,16
95258890,385500,Logbook Loan,7/15/19 11:27,300000,3/25/21 0:00,710906,KES,year,Flat,19
95260088,55000,Emergency Loan,7/15/19 0:00,50000,8/15/19 0:00,715177,KES,year,Flat,120
95263264,5500,Emergency Loan,7/15/19 0:00,5000,8/15/19 0:00,26766091,KES,year,Flat,120
95263316,409374,Plot Purchase Financing,7/15/19 10:56,379050,8/15/22 0:00,58339993,KES,year,Flat,16
95263318,115000,Logbook Loan,7/12/19 12:50,100000,1/10/27 20:29,713290,KES,year,Flat,60.8333333
99364084,379000,Plot Purchase Financing,7/16/19 13:13,379000,7/16/22 0:00,55351461,KES,year,Flat,16
99364086,379000,Plot Purchase Financing,7/16/19 13:16,379000,7/16/22 0:00,54253409,KES,year,Flat,16
99543444,690000,Logbook Loan,7/17/19 0:00,500000,7/26/21 0:00,719526,KES,year,Flat,19
99546948,690000,Logbook Loan,7/17/19 16:01,500000,7/20/21 0:00,25651603,KES,year,Flat,19
101377470,55000,Emergency Loan,7/22/19 0:00,50000,8/22/19 0:00,712369,KES,year,Flat,120
101381168,1123320,Plot Purchase Financing,7/22/19 9:09,759000,7/22/22 2:37,62538172,KES,year,Flat,16
101381170,15750,Logbook Loan,7/22/19 12:42,15000,1/20/22 15:15,715350,KES,year,Flat,60.8333333
101381172,5000,Emergency Loan,7/22/19 15:07,5000,1/20/22 17:40,718939,KES,year,Flat,0
101381174,5000,Emergency Loan,7/22/19 15:59,5000,1/20/22 18:32,32860493,KES,year,Flat,0
101381176,5000,Emergency Loan,7/22/19 16:20,5000,1/20/22 18:53,716179,KES,year,Flat,0
101502486,285120,Plot Purchase Financing,7/23/19 13:47,243000,7/30/22 0:00,61966346,KES,year,Flat,16
101502498,5000,Emergency Loan,7/22/19 7:45,5000,1/20/22 10:18,5976120,KES,year,Flat,0
101502500,33000,Logbook Loan,7/22/19 7:52,30000,7/21/24 12:58,3743116,KES,year,Flat,60.8333333
101502502,47150,Logbook Loan,7/22/19 9:03,41000,1/20/27 16:42,715329,KES,year,Flat,60.8333333
101502504,40250,Logbook Loan,7/22/19 9:57,35000,1/20/27 17:36,715929,KES,year,Flat,60.8333333
101502506,22880,Logbook Loan,7/22/19 13:15,20800,7/21/24 18:21,13547688,KES,year,Flat,60.8333333
101502508,17660,Emergency Loan,7/22/19 13:18,17660,1/20/22 15:51,724271,KES,year,Flat,0
101502510,52440,Logbook Loan,7/22/19 13:21,45600,1/20/27 21:00,17244338,KES,year,Flat,60.8333333
101502512,18500,Emergency Loan,7/22/19 13:25,18500,4/21/22 23:26,718633,KES,year,Flat,0
101502514,912494,Plot Purchase Financing,7/23/19 0:00,616550,7/23/22 0:00,62538171,KES,year,Flat,16
101502516,28750,Logbook Loan,7/23/19 17:37,25000,10/21/19 0:00,724061,KES,year,Flat,60.8333333
102091482,273700,Logbook Loan,7/24/19 12:53,230000,10/26/20 0:00,711013,KES,year,Flat,19
102095894,32095.8,Logbook Loan,7/23/19 11:18,29178,9/21/19 0:00,26505399,KES,year,Flat,60.8333333
102226072,65700,Logbook Loan,7/25/19 0:00,60000,1/29/20 0:00,723850,KES,year,Flat,19
102844574,55000,Emergency Loan,7/26/19 0:00,50000,8/26/19 0:00,1655476,KES,year,Flat,120
102845040,22000,Logbook Loan,7/26/19 17:56,20000,9/24/19 0:00,726415,KES,year,Flat,60.8333333
102845130,22000,Logbook Loan,7/25/19 15:43,20000,7/24/24 20:49,16860063,KES,year,Flat,60.8333333
102845132,74750,Logbook Loan,7/26/19 17:42,65000,10/24/19 0:00,32494200,KES,year,Flat,60.8333333
103499938,105000,Logbook Loan,7/29/19 16:29,100000,8/28/19 0:00,5976117,KES,year,Flat,60.8333333
103500034,52500,Logbook Loan,7/29/19 15:10,50000,8/28/19 0:00,5465568,KES,year,Flat,60.8333333
103500036,7700,Logbook Loan,7/29/19 15:33,7000,9/27/19 0:00,40731026,KES,year,Flat,60.8333333
103500038,115000,Logbook Loan,7/29/19 15:44,100000,10/27/19 0:00,19881202,KES,year,Flat,60.8333333
103500040,15540,Logbook Loan,7/29/19 15:50,14800,8/28/19 0:00,27138021,KES,year,Flat,60.8333333
103500042,6300,Logbook Loan,7/29/19 16:23,6000,8/28/19 0:00,716707,KES,year,Flat,60.8333333
104051508,10000,Emergency Loan,7/30/19 12:16,10000,8/29/19 0:00,716879,KES,year,Flat,0
104051604,907808,Plot Purchase Financing,7/29/19 8:06,851070,8/9/22 0:00,64582161,KES,year,Flat,16
104051606,105000,Logbook Loan,7/30/19 11:48,100000,8/29/19 0:00,718848,KES,year,Flat,60.8333333
104051608,23730,Logbook Loan,7/30/19 12:08,22600,8/29/19 0:00,714442,KES,year,Flat,60.8333333
104051610,11000,Emergency Loan,7/30/19 15:48,11000,8/29/19 0:00,716117,KES,year,Flat,0
104876690,51583.33,Logbook Loan,8/1/19 15:40,50000,10/10/19 0:00,714272,KES,year,Flat,19
104878488,55000,Emergency Loan,7/31/19 11:34,50000,8/31/19 0:00,717768,KES,year,Flat,120
104879546,15000,Emergency Loan,7/31/19 13:31,15000,8/30/19 0:00,716010,KES,year,Flat,0
104879650,110000,Logbook Loan,7/31/19 10:55,100000,9/29/19 0:00,14376978,KES,year,Flat,60.8333333
104879652,109250,Logbook Loan,7/31/19 13:37,95000,10/29/19 0:00,717981,KES,year,Flat,60.8333333
104879654,19800,Logbook Loan,8/1/19 13:37,18000,9/30/19 0:00,7619835,KES,year,Flat,60.8333333
104879656,57500,Logbook Loan,8/1/19 14:05,50000,10/30/19 0:00,724291,KES,year,Flat,60.8333333
105378836,1124640,Plot Purchase Financing,8/2/19 15:18,852000,8/16/21 0:00,64853723,KES,year,Flat,16
110367272,690000,Logbook Loan,8/5/19 0:00,500000,8/5/21 0:00,715227,KES,year,Flat,19
110369440,80500,School Fee Loan,8/5/19 0:00,70000,10/6/20 0:00,718707,KES,year,Flat,15
110446744,4400,Emergency Loan,8/6/19 0:00,4000,9/6/19 0:00,709803,KES,year,Flat,120
110447332,80500,Logbook Loan,8/6/19 12:42,70000,11/4/19 0:00,29968842,KES,year,Flat,60.8333333
110447334,526680,Plot Purchase Financing,8/6/19 12:55,399000,8/23/21 0:00,67096604,KES,year,Flat,16
110447336,115000,Logbook Loan,8/6/19 12:57,100000,11/4/19 0:00,6065954,KES,year,Flat,60.8333333
110447338,115000,Logbook Loan,8/6/19 13:10,100000,11/4/19 0:00,724071,KES,year,Flat,60.8333333
110447340,964960,Plot Purchase Financing,8/6/19 13:21,652000,8/29/22 0:00,62153927,KES,year,Flat,16
110447342,34100,Logbook Loan,8/6/19 15:46,31000,10/5/19 0:00,716478,KES,year,Flat,60.8333333
110447344,115000,Logbook Loan,8/6/19 16:34,100000,11/4/19 0:00,3743138,KES,year,Flat,60.8333333
111259064,55000,Emergency Loan,8/7/19 11:32,50000,9/7/19 0:00,708619,KES,year,Flat,120
111261652,22000,Emergency Loan,8/8/19 0:00,20000,9/8/19 0:00,26672286,KES,year,Flat,120
111261740,10000,Emergency Loan,8/7/19 14:03,10000,9/6/19 0:00,724090,KES,year,Flat,0
111261822,84700,Logbook Loan,8/8/19 13:21,77000,10/7/19 0:00,5465568,KES,year,Flat,60.8333333
111261864,10000,Emergency Loan,8/7/19 12:57,10000,9/6/19 0:00,13871963,KES,year,Flat,0
111261866,348000,Plot Purchase Financing,8/7/19 0:00,300000,8/10/20 0:00,65333790,KES,year,Flat,16
111261868,560994,Plot Purchase Financing,8/7/19 10:16,379050,8/20/22 0:00,65333792,KES,year,Flat,16
111261870,10000,Emergency Loan,8/8/19 11:03,10000,9/7/19 0:00,27658025,KES,year,Flat,0
112051280,1001880,Plot Purchase Financing,8/9/19 10:57,759000,10/16/21 0:00,67096605,KES,year,Flat,16
112051282,115000,Logbook Loan,8/9/19 13:44,100000,11/7/19 0:00,23115136,KES,year,Flat,60.8333333
112058866,565360,Plot Purchase Financing,8/10/19 0:00,382000,8/27/22 0:00,67185971,KES,year,Flat,16
112058868,565360,Plot Purchase Financing,8/10/19 0:00,382000,8/27/22 0:00,67185971,KES,year,Flat,16
113886546,105000,Logbook Loan,8/13/19 13:16,100000,9/13/19 0:00,1655471,KES,year,Flat,60.8333333
113886548,10000,Emergency Loan,8/13/19 13:41,10000,9/13/19 0:00,716955,KES,year,Flat,0
114516034,870240,Plot Purchase Financing,8/14/19 9:30,588000,8/20/22 0:00,68166606,KES,year,Flat,16
115189276,20000,Emergency Loan,8/15/19 10:44,20000,9/15/19 0:00,30852259,KES,year,Flat,0
115189278,103500,Logbook Loan,8/15/19 10:47,90000,11/14/19 0:00,13688881,KES,year,Flat,60.8333333
115189280,1123320,Plot Purchase Financing,8/15/19 14:06,759000,8/29/22 0:00,51363499,KES,year,Flat,16
116250922,595000,Logbook Loan,8/16/19 0:00,500000,8/17/20 0:00,712848,KES,year,Flat,19
117628472,24000,Emergency Loan,8/19/19 12:37,24000,9/19/19 0:00,718813,KES,year,Flat,0
117628474,34500,Logbook Loan,8/19/19 16:04,30000,11/18/19 0:00,724245,KES,year,Flat,60.8333333
118467226,31875,School Fee Loan,8/20/19 15:43,30000,1/19/20 20:08,707241,KES,year,Flat,15
118471890,1123320,Plot Purchase Financing,8/20/19 13:23,759000,8/22/22 0:00,70850747,KES,year,Flat,16
119182658,3417375,Logbook Loan,8/21/19 10:25,2700000,4/22/23 0:00,19881170,KES,year,Flat,19
119182660,829244,Plot Purchase Financing,8/22/19 14:47,560300,9/1/22 0:00,71736145,KES,year,Flat,16
121237500,321250,Logbook Loan,8/26/19 15:41,250000,2/24/21 12:25,713970,KES,year,Flat,19
121240494,17800,Emergency Loan,8/26/19 15:52,17800,9/26/19 0:00,26505392,KES,year,Flat,0
121240590,29700,Logbook Loan,8/26/19 14:09,27000,10/26/19 0:00,14376979,KES,year,Flat,60.8333333
122142606,55000,Emergency Loan,8/29/19 11:49,50000,9/29/19 0:00,717768,KES,year,Flat,120
122143194,55000,Emergency Loan,8/28/19 0:00,50000,9/28/19 0:00,1655476,KES,year,Flat,120
122143732,17000,Emergency Loan,8/28/19 10:42,17000,9/28/19 0:00,715350,KES,year,Flat,0
122143752,5000,Emergency Loan,8/28/19 10:45,5000,9/28/19 0:00,26672279,KES,year,Flat,0
122143780,14000,Emergency Loan,8/29/19 13:57,14000,9/29/19 0:00,27138021,KES,year,Flat,0
122143798,6400,Emergency Loan,8/29/19 13:55,6400,9/29/19 0:00,26505396,KES,year,Flat,0
122143862,32450,Logbook Loan,8/28/19 11:03,29500,10/28/19 0:00,47933108,KES,year,Flat,60.8333333
122143864,1123320,Plot Purchase Financing,8/28/19 15:41,759000,8/28/22 0:00,67691279,KES,year,Flat,16
122876692,872040,Plot Purchase Financing,8/30/19 0:00,559000,3/21/23 0:00,73322256,KES,year,Flat,16
122876694,22000,Logbook Loan,8/30/19 16:02,20000,10/30/19 0:00,717226,KES,year,Flat,60.8333333
128820986,190400,Logbook Loan,9/3/19 12:55,160000,9/3/20 0:00,31038148,KES,year,Flat,19
128821092,37400,Logbook Loan,9/3/19 11:50,34000,11/3/19 0:00,726415,KES,year,Flat,60.8333333
128821110,17820,Logbook Loan,9/3/19 15:38,16200,11/3/19 0:00,724090,KES,year,Flat,60.8333333
132529284,105000,Logbook Loan,9/4/19 14:45,100000,3/5/22 17:18,5976117,KES,year,Flat,60.8333333
134085254,22000,Emergency Loan,9/9/19 0:00,20000,10/9/19 0:00,26672286,KES,year,Flat,120
134085358,22275,School Fee Loan,9/10/19 13:52,22000,10/3/19 0:00,27541480,KES,year,Flat,15
134085546,33350,Logbook Loan,9/9/19 13:11,29000,12/9/19 0:00,716907,KES,year,Flat,60.8333333
134085548,66700,Logbook Loan,9/9/19 13:50,58000,12/9/19 0:00,31626825,KES,year,Flat,60.8333333
134085550,105000,Logbook Loan,9/9/19 14:16,100000,10/10/19 0:00,717937,KES,year,Flat,60.8333333
134085552,1123320,Plot Purchase Financing,9/9/19 15:07,759000,12/9/22 0:00,78729947,KES,year,Flat,16
134911784,1827800,Plot Purchase Financing,9/11/19 9:46,1235000,9/15/22 0:00,79667018,KES,year,Flat,16
134911786,1019720,Plot Purchase Financing,9/11/19 13:35,689000,9/11/22 0:00,79667011,KES,year,Flat,16
134911788,63250,Logbook Loan,9/11/19 15:28,55000,3/12/27 23:07,715737,KES,year,Flat,60.8333333
135005674,690000,Logbook Loan,9/12/19 0:00,500000,9/20/21 0:00,717379,KES,year,Flat,19
135006828,115000,Logbook Loan,9/12/19 14:50,100000,12/12/19 0:00,718613,KES,year,Flat,60.8333333
135007066,8800,Emergency Loan,9/12/19 10:35,8000,10/12/19 0:00,709680,KES,year,Flat,120
135007068,392812.5,Logbook Loan,9/12/19 14:52,375000,12/23/19 0:00,6259462,KES,year,Flat,19
135749342,560920,Plot Purchase Financing,9/13/19 11:22,379000,11/2/22 0:00,723871,KES,year,Flat,16
135749344,46000,Logbook Loan,9/12/19 14:41,40000,12/12/19 0:00,22748852,KES,year,Flat,60.8333333
135890982,1320,Emergency Loan,9/14/19 0:00,1200,10/14/19 0:00,59968701,KES,year,Flat,120
136593772,5280,Emergency Loan,9/16/19 0:00,4800,10/16/19 0:00,714578,KES,year,Flat,120
136595316,62100,Logbook Loan,9/16/19 14:43,54000,12/16/19 0:00,27658015,KES,year,Flat,60.8333333
136595468,42550,Logbook Loan,9/16/19 12:40,37000,12/16/19 0:00,22956401,KES,year,Flat,60.8333333
136595502,105000,Logbook Loan,9/9/19 13:16,100000,3/10/22 15:49,1655471,KES,year,Flat,60.8333333
136595504,19950,Logbook Loan,9/16/19 14:55,19000,10/17/19 0:00,716040,KES,year,Flat,60.8333333
136595560,11000,Logbook Loan,9/16/19 12:48,10000,11/16/19 0:00,23115142,KES,year,Flat,60.8333333
136595562,17850,Logbook Loan,9/16/19 15:31,17000,10/17/19 0:00,8878714,KES,year,Flat,60.8333333
137283792,22000,Emergency Loan,9/17/19 14:35,20000,10/17/19 0:00,716939,KES,year,Flat,120
137283800,7000,Emergency Loan,9/17/19 14:36,7000,10/18/19 0:00,31626798,KES,year,Flat,0
137283934,789360,Plot Purchase Financing,9/17/19 15:09,759000,1/2/20 0:00,79667010,KES,year,Flat,16
137443282,11000,Emergency Loan,9/18/19 14:37,10000,10/18/19 0:00,711505,KES,year,Flat,120
137446106,13000,Emergency Loan,9/18/19 14:04,13000,10/19/19 0:00,716981,KES,year,Flat,0
137446238,5000,Emergency Loan,9/18/19 15:15,5000,10/19/19 0:00,45607693,KES,year,Flat,0
138813028,251350,Logbook Loan,9/20/19 0:00,220000,6/19/20 22:21,717545,KES,year,Flat,19
138814448,31000,Emergency Loan,9/20/19 15:27,31000,10/21/19 0:00,724300,KES,year,Flat,0
139929584,1687200,Plot Purchase Financing,9/23/19 12:25,1140000,10/24/22 0:00,717035,KES,year,Flat,16
